DESCRIPCION;NOMBRE_FACULTAD;NOMBRE_PROGRAMA;JORNADA;MODALIDAD;NOMBRE_SEDE;TIPO_IDEN_EST;LUG_EXPEDICION;LUGAR_NACIMIENTO;FECHA_NACIMIENTO;SEXO;ESTRATO;NOMBRE_ESTADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;9/10/1997 0:00;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;12/14/1999 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;CHIQUINQUIRA;C;PAIPA;PAIPA;1/03/1996 0:00;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;CHIQUINQUIRA;C;;;10/01/1997 0:00;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;CHIQUINQUIRA;C;;;06/25/1996 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;CHIQUINQUIRA;C;;;12/05/1999 0:00;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;CHIQUINQUIRA;C;;;09/19/1998 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;CHIQUINQUIRA;C;SOGAMOSO;SOGAMOSO;03/19/1998 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;CHIQUINQUIRA;T;CHIQUINQUIRÁ;CHIQUINQUIRÁ;01/26/2001 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;5/08/1997 0:00;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;TUNJA;C;;;04/20/1993 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;11/02/1998 0:00;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;TUNJA;C;SOATÁ;SOATÁ;12/01/1999 0:00;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;TUNJA;C;;;05/26/1993 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;TUNJA;C;NUEVO COLÓN;NUEVO COLÓN;07/31/2000 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES;DIURNO;PRESENCIAL;TUNJA;C;;;9/03/1990 0:00;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION PREESCOLAR;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;7/03/1997 0:00;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION PREESCOLAR;DIURNO;PRESENCIAL;TUNJA;C;ALBÁN;ALBÁN;05/21/1995 12:00:00 AM;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION PREESCOLAR;DIURNO;PRESENCIAL;TUNJA;T;;;12/06/2000 0:00;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION PREESCOLAR;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;9/09/1994 0:00;F;3;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION PREESCOLAR;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;06/20/1998 12:00:00 AM;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN EDUCACION PREESCOLAR;DIURNO;PRESENCIAL;TUNJA;C;GARAGOA;GARAGOA;04/24/1994 12:00:00 AM;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN FILOSOFIA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;6/02/1994 0:00;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN FILOSOFIA;;PRESENCIAL;TUNJA;C;;;1/02/2001 0:00;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN FILOSOFIA;;PRESENCIAL;TUNJA;C;;;10/09/1993 0:00;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN FILOSOFIA;;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;03/31/1998 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN FILOSOFIA;;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;04/25/1992 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN IDIOMAS MODERNOS ESPAÑOL-INGLÉS;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;10/08/1998 0:00;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN IDIOMAS MODERNOS ESPAÑOL-INGLÉS;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;11/16/1995 12:00:00 AM;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN IDIOMAS MODERNOS ESPAÑOL-INGLÉS;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;6/12/1995 0:00;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN IDIOMAS MODERNOS ESPAÑOL-INGLÉS;DIURNO;PRESENCIAL;TUNJA;C;;;10/14/1995 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN IDIOMAS MODERNOS ESPAÑOL-INGLÉS;DIURNO;PRESENCIAL;TUNJA;C;;;11/20/1996 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;NOCTURNO;PRESENCIAL;TUNJA;C;LETICIA;LETICIA;08/16/1998 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN IDIOMAS MODERNOS ESPAÑOL-INGLÉS;DIURNO;PRESENCIAL;TUNJA;C;CHIQUINQUIRÁ;CHIQUINQUIRÁ;10/27/1994 12:00:00 AM;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN IDIOMAS MODERNOS ESPAÑOL-INGLÉS;DIURNO;PRESENCIAL;TUNJA;C;;;04/17/1993 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN IDIOMAS MODERNOS ESPAÑOL-INGLÉS;DIURNO;PRESENCIAL;TUNJA;C;GARAGOA;GARAGOA;12/21/1994 12:00:00 AM;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN IDIOMAS MODERNOS ESPAÑOL-INGLÉS;DIURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;7/01/1996 0:00;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN INFORMATICA Y TECNOLOGIA;NOCTURNO;PRESENCIAL;TUNJA;C;PAZ DE ARIPORO;PAZ DE ARIPORO;3/01/1992 0:00;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN INFORMATICA Y TECNOLOGIA;NOCTURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;06/30/1992 12:00:00 AM;F;3;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN LENGUAS EXTRANJERAS;DIURNO;PRESENCIAL;TUNJA;C;;;2/12/1994 0:00;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN LENGUAS EXTRANJERAS;DIURNO;PRESENCIAL;TUNJA;C;;;7/01/1996 0:00;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN LENGUAS EXTRANJERAS;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;04/18/1995 12:00:00 AM;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN LENGUAS EXTRANJERAS;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;04/26/1993 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN LENGUAS EXTRANJERAS;DIURNO;PRESENCIAL;TUNJA;C;;;05/15/1995 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN LENGUAS EXTRANJERAS;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;09/18/1986 12:00:00 AM;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES;NOCTURNO;PRESENCIAL;TUNJA;C;GARAGOA;GARAGOA;03/26/2001 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES;NOCTURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;09/28/1998 12:00:00 AM;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES;;PRESENCIAL;TUNJA;T;;;03/22/2001 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;;;11/14/1998 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;12/18/1996 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;;;01/28/1997 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;;;07/27/1998 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;04/15/1990 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;YOPAL;YOPAL;11/29/1999 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;;;3/12/2000 0:00;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;PAZ DE ARIPORO;PAZ DE ARIPORO;09/28/2000 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;;;05/15/1992 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;T;TUNJA;TUNJA;02/22/2001 12:00:00 AM;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;06/29/1995 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;NOCTURNO;PRESENCIAL;TUNJA;C;;;08/17/1993 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;NOCTURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;7/04/1989 0:00;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;NOCTURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;8/11/1993 0:00;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;NOCTURNO;PRESENCIAL;TUNJA;C;PAIPA;PAIPA;02/29/2000 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;NOCTURNO;PRESENCIAL;TUNJA;T;TUNJA;TUNJA;02/20/2000 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;NOCTURNO;PRESENCIAL;TUNJA;C;PAIPA;PAIPA;6/02/1997 0:00;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;NOCTURNO;PRESENCIAL;TUNJA;C;FIRAVITOBA;FIRAVITOBA;12/21/1996 12:00:00 AM;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;NOCTURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;9/06/1994 0:00;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;NOCTURNO;PRESENCIAL;TUNJA;C;BOGOTÃ D.C.;BOGOTÃ D.C.;12/24/1990 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;NOCTURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;6/12/1998 0:00;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MATEMATICAS;NOCTURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;02/15/2000 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MUSICA;DIURNO;PRESENCIAL;TUNJA;C;AGUAZUL;AGUAZUL;1/08/1998 0:00;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MUSICA;DIURNO;PRESENCIAL;TUNJA;C;BOGOTÃ D.C.;BOGOTÃ D.C.;12/06/1998 0:00;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MUSICA;DIURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;05/30/1999 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MUSICA;DIURNO;PRESENCIAL;TUNJA;C;;;03/22/1997 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;LICENCIATURA EN MUSICA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;11/30/1996 12:00:00 AM;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;MAESTRIA EN EDUCACION;OTRA;PRESENCIAL;TUNJA;C;LETICIA;LETICIA;5/08/1990 0:00;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;MAESTRIA EN GESTION EDUCATIVA;OTRA;PRESENCIAL;TUNJA;C;;;11/09/1984 0:00;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;MAESTRIA EN HISTORIA;OTRA;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;12/09/1989 0:00;M;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;MAESTRIA EN HISTORIA;OTRA;PRESENCIAL;TUNJA;C;BOGOTA D.E;BOGOTA D.E;9/02/1970 0:00;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;MAESTRIA EN HISTORIA;OTRA;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;09/22/1991 12:00:00 AM;M;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;MAESTRIA EN LINGUISTICA;OTRA;PRESENCIAL;TUNJA;C;;;9/09/1994 0:00;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;MAESTRIA EN LITERATURA;OTRA;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;05/24/1990 12:00:00 AM;M;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;MAESTRIA EN PATRIMONIO CULTURAL;OTRA;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;11/07/1986 0:00;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA EDUCACION;MAESTRIA EN PATRIMONIO CULTURAL;OTRA;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;3/02/1988 0:00;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA SALUD;ENFERMERIA;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;6/05/1984 0:00;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA SALUD;ENFERMERIA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;09/17/1997 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA SALUD;ENFERMERIA;DIURNO;PRESENCIAL;TUNJA;C;;;08/16/1999 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA SALUD;MEDICINA;DIURNO;PRESENCIAL;TUNJA;C;;;2/08/1999 0:00;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA SALUD;MEDICINA;DIURNO;PRESENCIAL;TUNJA;C;;;12/16/2000 12:00:00 AM;M;5;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA SALUD;MEDICINA;DIURNO;PRESENCIAL;TUNJA;T;FLORIDABLANCA;FLORIDABLANCA;09/28/2000 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS DE LA SALUD;PSICOLOGIA;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;03/18/1996 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;NOCTURNO;PRESENCIAL;TUNJA;C;;;6/10/1996 0:00;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;NOCTURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;01/20/1994 12:00:00 AM;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;NOCTURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;07/23/1987 12:00:00 AM;M;3;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;NOCTURNO;PRESENCIAL;TUNJA;C;BOGOTÁ D.C.;BOGOTÁ D.C.;09/26/1993 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;6/02/1998 0:00;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;DIURNO;PRESENCIAL;TUNJA;C;AGUAZUL;AGUAZUL;02/26/1998 12:00:00 AM;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;DIURNO;PRESENCIAL;TUNJA;T;BOGOTÃ D.C.;BOGOTÃ D.C.;12/10/2000 0:00;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;DIURNO;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;05/31/1994 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;DIURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;11/06/1995 0:00;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;DIURNO;PRESENCIAL;TUNJA;C;DUITAMA;DUITAMA;7/09/1994 0:00;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;DIURNO;PRESENCIAL;TUNJA;C;;;2/02/1999 0:00;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;DIURNO;PRESENCIAL;TUNJA;C;PAIPA;PAIPA;06/13/1996 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;NOCTURNO;PRESENCIAL;TUNJA;C;BOGOTÁ D.C.;BOGOTÁ D.C.;10/04/1997 0:00;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;NOCTURNO;PRESENCIAL;TUNJA;C;;;03/21/1999 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;CIENCIAS ECONOMICAS Y ADMINISTRATIVAS;ADMINISTRACION DE EMPRESAS;NOCTURNO;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;12/24/1992 12:00:00 AM;F;2;NO MATRICULADO
